Addr1,Addr2,Addr3,Addr4,Addr5
嘉鱼,鄂州,荆湖北路,宋朝,
永安,鄂州,荆湖北路,宋朝,
蒲圻,鄂州,荆湖北路,宋朝,
临江,鄂州,荆湖北路,宋朝,
江夏,鄂州,荆湖北路,宋朝,
江陵府,荆湖北路,宋朝,,
长林,江陵府,荆湖北路,宋朝,
石首,江陵府,荆湖北路,宋朝,
监利,江陵府,荆湖北路,宋朝,
当阳,江陵府,荆湖北路,宋朝,
玉沙,江陵府,荆湖北路,宋朝,
江陵,江陵府,荆湖北路,宋朝,
枝江,江陵府,荆湖北路,宋朝,
松滋,江陵府,荆湖北路,宋朝,
公安,江陵府,荆湖北路,宋朝,
江陵节度,江陵府,荆湖北路,宋朝,
荆南节度,江陵府,荆湖北路,宋朝,
长林,江陵府,荆湖北路,宋朝,
建宁,江陵府,荆湖北路,宋朝,
石首,江陵府,荆湖北路,宋朝,
石首,江陵府,荆湖北路,宋朝,
潜江,江陵府,荆湖北路,宋朝,
荆湖南路,宋朝,,,
桂阳军,荆湖南路,宋朝,,
蓝山,桂阳军,荆湖南路,宋朝,
平阳,桂阳军,荆湖南路,宋朝,
邵州,荆湖南路,宋朝,,
邵阳,邵州,荆湖南路,宋朝,
新化,邵州,荆湖南路,宋朝,
莳竹,邵州,荆湖南路,宋朝,
武冈,邵州,荆湖南路,宋朝,
武冈军,荆湖南路,宋朝,,
临冈,武冈军,荆湖南路,宋朝,
新宁,武冈军,荆湖南路,宋朝,
武冈,武冈军,荆湖南路,宋朝,
绥宁,武冈军,荆湖南路,宋朝,
茶陵军,荆湖南路,宋朝,,
酃县,茶陵军,荆湖南路,宋朝,
茶陵,茶陵军,荆湖南路,宋朝,
桂阳监,荆湖南路,宋朝,,
桂阳监,桂阳监,荆湖南路,宋朝,
临武,桂阳监,荆湖南路,宋朝,
平阳,桂阳监,荆湖南路,宋朝,
蓝山,桂阳监,荆湖南路,宋朝,
全州,荆湖南路,宋朝,,
灌阳,全州,荆湖南路,宋朝,
清湘,全州,荆湖南路,宋朝,
宝庆府,荆湖南路,宋朝,,
郴州,荆湖南路,宋朝,,
郴县,郴州,荆湖南路,宋朝,
蓝山,郴州,荆湖南路,宋朝,
桂阳,郴州,荆湖南路,宋朝,
桂东,郴州,荆湖南路,宋朝,
永兴,郴州,荆湖南路,宋朝,
高亭,郴州,荆湖南路,宋朝,
宜章,郴州,荆湖南路,宋朝,
义章,郴州,荆湖南路,宋朝,
郴义,郴州,荆湖南路,宋朝,
兴宁,郴州,荆湖南路,宋朝,
彬县,郴州,荆湖南路,宋朝,
永州,荆湖南路,宋朝,,
零陵郡,永州,荆湖南路,宋朝,
零陵,永州,荆湖南路,宋朝,
东安,永州,荆湖南路,宋朝,
祁阳,永州,荆湖南路,宋朝,
道州,荆湖南路,宋朝,,
营道,道州,荆湖南路,宋朝,
永明,道州,荆湖南路,宋朝,
大历,道州,荆湖南路,宋朝,
宁远,道州,荆湖南路,宋朝,
延唐,道州,荆湖南路,宋朝,
江华,道州,荆湖南路,宋朝,
永明,道州,荆湖南路,宋朝,
弘道,道州,荆湖南路,宋朝,
衡州,荆湖南路,宋朝,,
衡阳,衡州,荆湖南路,宋朝,
衡山,衡州,荆湖南路,宋朝,
茶陵,衡州,荆湖南路,宋朝,
安仁,衡州,荆湖南路,宋朝,
常宁,衡州,荆湖南路,宋朝,
耒阳,衡州,荆湖南路,宋朝,
潭州,荆湖南路,宋朝,,
长沙,潭州,荆湖南路,宋朝,
衡山,潭州,荆湖南路,宋朝,
益阳,潭州,荆湖南路,宋朝,
湘阴,潭州,荆湖南路,宋朝,
武安军节度,潭州,荆湖南路,宋朝,
湘阴,潭州,荆湖南路,宋朝,
宁乡,潭州,荆湖南路,宋朝,
浏阳,潭州,荆湖南路,宋朝,
湘乡,潭州,荆湖南路,宋朝,
攸县,潭州,荆湖南路,宋朝,
醴陵,潭州,荆湖南路,宋朝,
安化,潭州,荆湖南路,宋朝,
善化,潭州,荆湖南路,宋朝,
湘潭,潭州,荆湖南路,宋朝,
荆湖路,宋朝,,,
江南西路,宋朝,,,
江州,江南西路,宋朝,,
都昌,江州,江南西路,宋朝,
瑞昌,江州,江南西路,宋朝,
湖口,江州,江南西路,宋朝,
东流,江州,江南西路,宋朝,
星子,江州,江南西路,宋朝,
德安,江州,江南西路,宋朝,
德化,江州,江南西路,宋朝,
定江军节度,江州,江南西路,宋朝,
彭泽,江州,江南西路,宋朝,
南安军节度,江南西路,宋朝,,
建昌军,江南西路,宋朝,,
南丰,建昌军,江南西路,宋朝,
南城,建昌军,江南西路,宋朝,
兴国军,江南西路,宋朝,,
通山,兴国军,江南西路,宋朝,
筠州,江南西路,宋朝,,
高安,筠州,江南西路,宋朝,
万载,筠州,江南西路,宋朝,
清江,筠州,江南西路,宋朝,
上高,筠州,江南西路,宋朝,
新昌,筠州,江南西路,宋朝,
虔州,江南西路,宋朝,,
龙南,虔州,江南西路,宋朝,
雩都,虔州,江南西路,宋朝,
赣县,虔州,江南西路,宋朝,
大庾,虔州,江南西路,宋朝,
南康,虔州,江南西路,宋朝,
上犹,虔州,江南西路,宋朝,
虔南,虔州,江南西路,宋朝,
安远,虔州,江南西路,宋朝,
石城,虔州,江南西路,宋朝,
瑞金,虔州,江南西路,宋朝,
会昌,虔州,江南西路,宋朝,
信丰,虔州,江南西路,宋朝,
兴国,虔州,江南西路,宋朝,
宁都,虔州,江南西路,宋朝,
虔化,虔州,江南西路,宋朝,
洪州,江南西路,宋朝,,
建昌,洪州,江南西路,宋朝,
南昌,洪州,江南西路,宋朝,
靖安,洪州,江南西路,宋朝,
武宁,洪州,江南西路,宋朝,
分宁,洪州,江南西路,宋朝,
丰城,洪州,江南西路,宋朝,
奉新,洪州,江南西路,宋朝,
新建,洪州,江南西路,宋朝,
进贤,洪州,江南西路,宋朝,
建武军,江南西路,宋朝,,
新城,建武军,江南西路,宋朝,
广昌,建武军,江南西路,宋朝,
南城,建武军,江南西路,宋朝,
南丰,建武军,江南西路,宋朝,
临江军,江南西路,宋朝,,
清江,临江军,江南西路,宋朝,
新淦,临江军,江南西路,宋朝,
新喻,临江军,江南西路,宋朝,
南安军,江南西路,宋朝,,
大庾,南安军,江南西路,宋朝,
南康,南安军,江南西路,宋朝,
上犹,南安军,江南西路,宋朝,
南安,南安军,江南西路,宋朝,
永兴军,江南西路,宋朝,,
永兴,永兴军,江南西路,宋朝,
大冶,永兴军,江南西路,宋朝,
通山,永兴军,江南西路,宋朝,
瑞州,江南西路,宋朝,,
抚州,江南西路,宋朝,,
临川,抚州,江南西路,宋朝,
崇仁,抚州,江南西路,宋朝,
南丰,抚州,江南西路,宋朝,
南城,抚州,江南西路,宋朝,
金谿,抚州,江南西路,宋朝,
宜黄,抚州,江南西路,宋朝,
乐安,抚州,江南西路,宋朝,
袁州,江南西路,宋朝,,
万载,袁州,江南西路,宋朝,
新喻,袁州,江南西路,宋朝,
宜春,袁州,江南西路,宋朝,
建城,袁州,江南西路,宋朝,
萍乡,袁州,江南西路,宋朝,
分宜,袁州,江南西路,宋朝,
吉州,江南西路,宋朝,,
龙泉,吉州,江南西路,宋朝,
永丰,吉州,江南西路,宋朝,
新淦,吉州,江南西路,宋朝,
庐陵,吉州,江南西路,宋朝,
吉水,吉州,江南西路,宋朝,
万安,吉州,江南西路,宋朝,
永新,吉州,江南西路,宋朝,
泉江,吉州,江南西路,宋朝,
太和,吉州,江南西路,宋朝,
安福,吉州,江南西路,宋朝,
赣州,江南西路,宋朝,,
昭信军节度,赣州,江南西路,宋朝,
隆兴府,江南西路,宋朝,,
镇南军节度,隆兴府,江南西路,宋朝,
江南东路,宋朝,,,
江州,江南东路,宋朝,,
都昌,江州,江南东路,宋朝,
瑞昌,江州,江南东路,宋朝,
湖口,江州,江南东路,宋朝,
东流,江州,江南东路,宋朝,
星子,江州,江南东路,宋朝,
德安,江州,江南东路,宋朝,
德化,江州,江南东路,宋朝,
定江军节度,江州,江南东路,宋朝,
彭泽,江州,江南东路,宋朝,
徽州,江南东路,宋朝,,
宣州,江南东路,宋朝,,
芜湖,宣州,江南东路,宋朝,
繁昌,宣州,江南东路,宋朝,
广德,宣州,江南东路,宋朝,
太平,宣州,江南东路,宋朝,
旌德,宣州,江南东路,宋朝,
宁国,宣州,江南东路,宋朝,
泾县,宣州,江南东路,宋朝,
南陵,宣州,江南东路,宋朝,
宣城,宣州,江南东路,宋朝,
宣城节度,宣城,宣州,江南东路,宋朝
江宁府,江南东路,宋朝,,
铜陵,江宁府,江南东路,宋朝,
青阳,江宁府,江南东路,宋朝,
芜湖,江宁府,江南东路,宋朝,
繁昌,江宁府,江南东路,宋朝,
广德,江宁府,江南东路,宋朝,
溧阳,江宁府,江南东路,宋朝,
溧水,江宁府,江南东路,宋朝,
句容,江宁府,江南东路,宋朝,
江宁,江宁府,江南东路,宋朝,
上元,江宁府,江南东路,宋朝,
广德军,江南东路,宋朝,,
广德,广德军,江南东路,宋朝,
建平,广德军,江南东路,宋朝,
南康军,江南东路,宋朝,,
都昌,南康军,江南东路,宋朝,
星子,南康军,江南东路,宋朝,
建昌,南康军,江南东路,宋朝,
太平州,江南东路,宋朝,,
平江军,江南东路,宋朝,,
雄远军,江南东路,宋朝,,
当涂,雄远军,江南东路,宋朝,
繁昌,雄远军,江南东路,宋朝,
芜湖,雄远军,江南东路,宋朝,
信州,江南东路,宋朝,,
宝丰,信州,江南东路,宋朝,
上饶,信州,江南东路,宋朝,
宝丰,信州,江南东路,宋朝,
永丰,信州,江南东路,宋朝,
铅山,信州,江南东路,宋朝,
贵溪,信州,江南东路,宋朝,
弋阳,信州,江南东路,宋朝,
玉山,信州,江南东路,宋朝,
饶州,江南东路,宋朝,,
余干,饶州,江南东路,宋朝,
永平监,饶州,江南东路,宋朝,
安仁,饶州,江南东路,宋朝,
德兴,饶州,江南东路,宋朝,
乐平,饶州,江南东路,宋朝,
浮梁,饶州,江南东路,宋朝,
鄱阳,饶州,江南东路,宋朝,
池州,江南东路,宋朝,,
铜陵,池州,江南东路,宋朝,
青阳,池州,江南东路,宋朝,
东流,池州,江南东路,宋朝,
石埭,池州,江南东路,宋朝,
建德,池州,江南东路,宋朝,
贵池,池州,江南东路,宋朝,
歙州,江南东路,宋朝,,
黟县,歙州,江南东路,宋朝,
绩溪,歙州,江南东路,宋朝,
婺源,歙州,江南东路,宋朝,
祁门,歙州,江南东路,宋朝,
休宁,歙州,江南东路,宋朝,
歙县,歙州,江南东路,宋朝,
宁国府,江南东路,宋朝,,
宁国军节度,宁国府,江南东路,宋朝,
建康府,江南东路,宋朝,,
建康军节度,建康府,江南东路,宋朝,
升州,江南东路,宋朝,,
江南路,宋朝,,,
两浙东路,宋朝,,,
温州,两浙东路,宋朝,,
乐清,温州,两浙东路,宋朝,
瑞安,温州,两浙东路,宋朝,
平阳,温州,两浙东路,宋朝,
永嘉,温州,两浙东路,宋朝,
明州,两浙东路,宋朝,,
鄞县,明州,两浙东路,宋朝,
定海,明州,两浙东路,宋朝,
昌国,明州,两浙东路,宋朝,
象山,明州,两浙东路,宋朝,
慈溪,明州,两浙东路,宋朝,
奉化,明州,两浙东路,宋朝,
绍兴府,两浙东路,宋朝,,
越州军节度,绍兴府,两浙东路,宋朝,
镇东军节度,绍兴府,两浙东路,宋朝,
处州,两浙东路,宋朝,,
龙泉,处州,两浙东路,宋朝,
庆元,处州,两浙东路,宋朝,
青田,处州,两浙东路,宋朝,
缙云,处州,两浙东路,宋朝,
遂昌,处州,两浙东路,宋朝,
松阳,处州,两浙东路,宋朝,
白龙,处州,两浙东路,宋朝,
剑川,处州,两浙东路,宋朝,
龙泉,处州,两浙东路,宋朝,
丽水,处州,两浙东路,宋朝,
衢州,两浙东路,宋朝,,
盈川,衢州,两浙东路,宋朝,
常山,衢州,两浙东路,宋朝,
开化,衢州,两浙东路,宋朝,
信安,衢州,两浙东路,宋朝,
龙游,衢州,两浙东路,宋朝,
礼贤,衢州,两浙东路,宋朝,
江山,衢州,两浙东路,宋朝,
西安,衢州,两浙东路,宋朝,
台州,两浙东路,宋朝,,
仙居,台州,两浙东路,宋朝,
永安,台州,两浙东路,宋朝,
天台,台州,两浙东路,宋朝,
宁海,台州,两浙东路,宋朝,
黄岩,台州,两浙东路,宋朝,
临海,台州,两浙东路,宋朝,
婺州,两浙东路,宋朝,,
武胜军节度,婺州,两浙东路,宋朝,
武信军节度,婺州,两浙东路,宋朝,
保宁军节度,婺州,两浙东路,宋朝,
浦江,婺州,两浙东路,宋朝,
武义,婺州,两浙东路,宋朝,
永康,婺州,两浙东路,宋朝,
兰溪,婺州,两浙东路,宋朝,
义乌,婺州,两浙东路,宋朝,
东阳,婺州,两浙东路,宋朝,
金华,婺州,两浙东路,宋朝,
瑞安府,两浙东路,宋朝,,
静海军节度,瑞安府,两浙东路,宋朝,
庆元府,两浙东路,宋朝,,
鄞县,庆元府,两浙东路,宋朝,
定海,庆元府,两浙东路,宋朝,
奉国军节度,庆元府,两浙东路,宋朝,
昌国,庆元府,两浙东路,宋朝,
象山,庆元府,两浙东路,宋朝,
慈溪,庆元府,两浙东路,宋朝,
奉化,庆元府,两浙东路,宋朝,
越州,两浙东路,宋朝,,
义安,越州,两浙东路,宋朝,
新昌,越州,两浙东路,宋朝,
萧山,越州,两浙东路,宋朝,
上虞,越州,两浙东路,宋朝,
余姚,越州,两浙东路,宋朝,
诸暨,越州,两浙东路,宋朝,
嵊县,越州,两浙东路,宋朝,
剡县,越州,两浙东路,宋朝,
会稽,越州,两浙东路,宋朝,
山阴,越州,两浙东路,宋朝,
两浙西路,宋朝,,,
严州,两浙西路,宋朝,,
桐庐,严州,两浙西路,宋朝,
湖州,两浙西路,宋朝,,
武康,湖州,两浙西路,宋朝,
昭庆军节度,湖州,两浙西路,宋朝,
德清,湖州,两浙西路,宋朝,
长兴,湖州,两浙西路,宋朝,
安吉,湖州,两浙西路,宋朝,
归安,湖州,两浙西路,宋朝,
乌程,湖州,两浙西路,宋朝,
秀州,两浙西路,宋朝,,
崇德,秀州,两浙西路,宋朝,
海盐,秀州,两浙西路,宋朝,
华亭,秀州,两浙西路,宋朝,
嘉兴,秀州,两浙西路,宋朝,
镇江府,两浙西路,宋朝,,
丹徒,镇江府,两浙西路,宋朝,
平江府,两浙西路,宋朝,,
昆山,平江府,两浙西路,宋朝,
平江军节度,平江府,两浙西路,宋朝,
杭州,两浙西路,宋朝,,
临安,杭州,两浙西路,宋朝,
武康,杭州,两浙西路,宋朝,
桐庐,杭州,两浙西路,宋朝,
南新,杭州,两浙西路,宋朝,
昭德,杭州,两浙西路,宋朝,
昌化,杭州,两浙西路,宋朝,
横山,杭州,两浙西路,宋朝,
盐官,杭州,两浙西路,宋朝,
新城,杭州,两浙西路,宋朝,
新登,杭州,两浙西路,宋朝,
于潜,杭州,两浙西路,宋朝,
富阳,杭州,两浙西路,宋朝,
余杭,杭州,两浙西路,宋朝,
仁和,杭州,两浙西路,宋朝,
钱江,杭州,两浙西路,宋朝,
钱塘,杭州,两浙西路,宋朝,
江阴军,两浙西路,宋朝,,
江阴,江阴军,两浙西路,宋朝,
顺化军,两浙西路,宋朝,,
衣锦军,两浙西路,宋朝,,
安国,衣锦军,两浙西路,宋朝,
临安,衣锦军,两浙西路,宋朝,
建德府,两浙西路,宋朝,,
睦州,两浙西路,宋朝,,
桐庐,睦州,两浙西路,宋朝,
寿昌,睦州,两浙西路,宋朝,
遂安,睦州,两浙西路,宋朝,
分水,睦州,两浙西路,宋朝,
淳安,睦州,两浙西路,宋朝,
淳化,睦州,两浙西路,宋朝,
清溪,睦州,两浙西路,宋朝,
建德,睦州,两浙西路,宋朝,
常州,两浙西路,宋朝,,
江阴,常州,两浙西路,宋朝,
宜兴,常州,两浙西路,宋朝,
义兴,常州,两浙西路,宋朝,
无锡,常州,两浙西路,宋朝,
武进,常州,两浙西路,宋朝,
晋陵,常州,两浙西路,宋朝,
安吉州,两浙西路,宋朝,,
嘉兴府,两浙西路,宋朝,,
润州,两浙西路,宋朝,,
丹徒,润州,两浙西路,宋朝,
镇江军节度,润州,两浙西路,宋朝,
静江军节度,润州,两浙西路,宋朝,
金坛,润州,两浙西路,宋朝,
延陵,润州,两浙西路,宋朝,
丹阳,润州,两浙西路,宋朝,
江口镇,润州,两浙西路,宋朝,
镇江府城厢,润州,两浙西路,宋朝,
苏州,两浙西路,宋朝,,
吴江,苏州,两浙西路,宋朝,
常熟,苏州,两浙西路,宋朝,
长洲,苏州,两浙西路,宋朝,
吴县,苏州,两浙西路,宋朝,
昆山,苏州,两浙西路,宋朝,
常熟,苏州,两浙西路,宋朝,
嘉定,苏州,两浙西路,宋朝,
吴县,苏州,两浙西路,宋朝,
临安府,两浙西路,宋朝,,
宁海军节度,临安府,两浙西路,宋朝,
镇海军节度,临安府,两浙西路,宋朝,
两浙路,宋朝,,,
淮南西路,宋朝,,,
六安军,淮南西路,宋朝,,
六安,六安军,淮南西路,宋朝,
光州,淮南西路,宋朝,,
光山,光州,淮南西路,宋朝,
仙居,光州,淮南西路,宋朝,
其思,光州,淮南西路,宋朝,
固始,光州,淮南西路,宋朝,
定城,光州,淮南西路,宋朝,
蕲州,淮南西路,宋朝,,
蕲水,蕲州,淮南西路,宋朝,
蕲春,蕲州,淮南西路,宋朝,
罗田,蕲州,淮南西路,宋朝,
广济,蕲州,淮南西路,宋朝,
黄梅,蕲州,淮南西路,宋朝,
安丰军,淮南西路,宋朝,,
安丰,安丰军,淮南西路,宋朝,
寿春府,淮南西路,宋朝,,
忠正军节度,寿春府,淮南西路,宋朝,
怀远军,淮南西路,宋朝,,
荆山,怀远军,淮南西路,宋朝,
镇巢军,淮南西路,宋朝,,
镇巢军,镇巢军,淮南西路,宋朝,
无为军,淮南西路,宋朝,,
庐江,无为军,淮南西路,宋朝,
巢县,无为军,淮南西路,宋朝,
无为,无为军,淮南西路,宋朝,
黄州,淮南西路,宋朝,,
麻城,黄州,淮南西路,宋朝,
黄陂,黄州,淮南西路,宋朝,
黄冈,黄州,淮南西路,宋朝,
蒋州,淮南西路,宋朝,,
濠州,淮南西路,宋朝,,
盱眙,濠州,淮南西路,宋朝,
昭义,濠州,淮南西路,宋朝,
招信,濠州,淮南西路,宋朝,
定远,濠州,淮南西路,宋朝,
钟离,濠州,淮南西路,宋朝,
安庆府,淮南西路,宋朝,,
安庆军节度,安庆府,淮南西路,宋朝,
舒州,淮南西路,宋朝,,
德庆军节度,舒州,淮南西路,宋朝,
太湖,舒州,淮南西路,宋朝,
望江,舒州,淮南西路,宋朝,
宿松,舒州,淮南西路,宋朝,
桐城,舒州,淮南西路,宋朝,
怀宁,舒州,淮南西路,宋朝,
和州,淮南西路,宋朝,,
乌江,和州,淮南西路,宋朝,
含山,和州,淮南西路,宋朝,
历阳,和州,淮南西路,宋朝,
寿春府,淮南西路,宋朝,,
安丰军,淮南西路,宋朝,,
安丰,安丰军,淮南西路,宋朝,
寿州,淮南西路,宋朝,,
六安,寿州,淮南西路,宋朝,
下蔡,寿州,淮南西路,宋朝,
霍山,寿州,淮南西路,宋朝,
盛唐,寿州,淮南西路,宋朝,
寿春,寿州,淮南西路,宋朝,
霍丘,寿州,淮南西路,宋朝,
安丰,寿州,淮南西路,宋朝,
庐州,淮南西路,宋朝,,
庐江,庐州,淮南西路,宋朝,
巢县,庐州,淮南西路,宋朝,
保信军节度,庐州,淮南西路,宋朝,
舒城,庐州,淮南西路,宋朝,
粱县,庐州,淮南西路,宋朝,
慎县,庐州,淮南西路,宋朝,
合肥,庐州,淮南西路,宋朝,
淮南东路,宋朝,,,
淮安州,淮南东路,宋朝,,
通州,淮南东路,宋朝,,
海门,通州,淮南东路,宋朝,
静海,通州,淮南东路,宋朝,
真州,淮南东路,宋朝,,
仪真郡,真州,淮南东路,宋朝,
永正,真州,淮南东路,宋朝,
六合,真州,淮南东路,宋朝,
天长军,淮南东路,宋朝,,
天长,天长军,淮南东路,宋朝,
招信,天长军,淮南东路,宋朝,
盱眙,天长军,淮南东路,宋朝,
涟水军,淮南东路,宋朝,,
涟水,涟水军,淮南东路,宋朝,
盐城,涟水军,淮南东路,宋朝,
高邮军,淮南东路,宋朝,,
高邮,高邮军,淮南东路,宋朝,
兴化,高邮军,淮南东路,宋朝,
兴化,高邮军,淮南东路,宋朝,
海州,淮南东路,宋朝,,
沭阳,海州,淮南东路,宋朝,
东海,海州,淮南东路,宋朝,
朐山,海州,淮南东路,宋朝,
怀仁,海州,淮南东路,宋朝,
海州海岸海水,海州,淮南东路,宋朝,
清河军,淮南东路,宋朝,,
清河,清河军,淮南东路,宋朝,
淮安军,淮南东路,宋朝,,
五河,淮安军,淮南东路,宋朝,
淮安军,淮南东路,宋朝,,
淮安,淮安军,淮南东路,宋朝,
招信军,淮南东路,宋朝,,
天长,招信军,淮南东路,宋朝,
招信,招信军,淮南东路,宋朝,
盱贻军,淮南东路,宋朝,,
盱眙,盱贻军,淮南东路,宋朝,
招信,盱贻军,淮南东路,宋朝,
天长,盱贻军,淮南东路,宋朝,
宝应州,淮南东路,宋朝,,
宝应,宝应州,淮南东路,宋朝,
涟水,宝应州,淮南东路,宋朝,
安东州,淮南东路,宋朝,,
承州,淮南东路,宋朝,,
崇州,淮南东路,宋朝,,
建安军,淮南东路,宋朝,,
永正,建安军,淮南东路,宋朝,
六合,建安军,淮南东路,宋朝,
扬子,建安军,淮南东路,宋朝,
建安军,建安军,淮南东路,宋朝,
滁州,淮南东路,宋朝,,
清流,滁州,淮南东路,宋朝,
来安,滁州,淮南东路,宋朝,
全椒,滁州,淮南东路,宋朝,
泗州,淮南东路,宋朝,,
虹县,泗州,淮南东路,宋朝,
盱眙,泗州,淮南东路,宋朝,
涟水,泗州,淮南东路,宋朝,
昭义,泗州,淮南东路,宋朝,
招信,泗州,淮南东路,宋朝,
下邳,泗州,淮南东路,宋朝,
徐城,泗州,淮南东路,宋朝,
宿迁,泗州,淮南东路,宋朝,
淮平,泗州,淮南东路,宋朝,
临淮,泗州,淮南东路,宋朝,
泰州,淮南东路,宋朝,,
盐城,泰州,淮南东路,宋朝,
兴化,泰州,淮南东路,宋朝,
海陵,泰州,淮南东路,宋朝,
泰兴,泰州,淮南东路,宋朝,
兴化,泰州,淮南东路,宋朝,
泰州海岸海水,泰州,淮南东路,宋朝,
如皋,泰州,淮南东路,宋朝,
泰兴,泰州,淮南东路,宋朝,
西海州,淮南东路,宋朝,,
楚州,淮南东路,宋朝,,
盐城,楚州,淮南东路,宋朝,
盱眙,楚州,淮南东路,宋朝,
涟水,楚州,淮南东路,宋朝,
宝应,楚州,淮南东路,宋朝,
楚州海岸海水,楚州,淮南东路,宋朝,
淮阴,楚州,淮南东路,宋朝,
山阳,楚州,淮南东路,宋朝,
宿州,淮南东路,宋朝,,
保靖军节度,宿州,淮南东路,宋朝,
虹县,宿州,淮南东路,宋朝,
临涣,宿州,淮南东路,宋朝,
保静军节度,宿州,淮南东路,宋朝,
灵璧,宿州,淮南东路,宋朝,
零壁,宿州,淮南东路,宋朝,
蕲县,宿州,淮南东路,宋朝,
符离,宿州,淮南东路,宋朝,
亳州,淮南东路,宋朝,,
集庆军节度,亳州,淮南东路,宋朝,
卫县,亳州,淮南东路,宋朝,
临涣,亳州,淮南东路,宋朝,
鹿邑,亳州,淮南东路,宋朝,
真源,亳州,淮南东路,宋朝,
永城,亳州,淮南东路,宋朝,
酂县,亳州,淮南东路,宋朝,
蒙城,亳州,淮南东路,宋朝,
城父,亳州,淮南东路,宋朝,
谯县,亳州,淮南东路,宋朝,
扬州,淮南东路,宋朝,,
高邮,扬州,淮南东路,宋朝,
泰兴,扬州,淮南东路,宋朝,
永正,扬州,淮南东路,宋朝,
天长,扬州,淮南东路,宋朝,
六合,扬州,淮南东路,宋朝,
淮南军节度,扬州,淮南东路,宋朝,
泰兴,扬州,淮南东路,宋朝,
泰兴,扬州,淮南东路,宋朝,
广陵,扬州,淮南东路,宋朝,
江都,扬州,淮南东路,宋朝,
淮南路,宋朝,,,
云中路,宋朝,,,
云中府,云中路,宋朝,,
大同,云中府,云中路,宋朝,
云中,云中府,云中路,宋朝,
天成,云中府,云中路,宋朝,
长青,云中府,云中路,宋朝,
奉义,云中府,云中路,宋朝,
怀仁,云中府,云中路,宋朝,
怀安,云中府,云中路,宋朝,
大同军节度,云中府,云中路,宋朝,
武州,云中路,宋朝,,
武州,武州,云中路,宋朝,
神武,武州,云中路,宋朝,
应州,云中路,宋朝,,
金城,应州,云中路,宋朝,
浑源,应州,云中路,宋朝,
河阴,应州,云中路,宋朝,
朔州,云中路,宋朝,,
鄯阳,朔州,云中路,宋朝,
宁远,朔州,云中路,宋朝,
马邑,朔州,云中路,宋朝,
振武军节度,朔州,云中路,宋朝,
蔚州,云中路,宋朝,,
灵仙,蔚州,云中路,宋朝,
飞狐,蔚州,云中路,宋朝,
灵丘,蔚州,云中路,宋朝,
广陵,蔚州,云中路,宋朝,
定安,蔚州,云中路,宋朝,
奉圣州,云中路,宋朝,,
永兴,奉圣州,云中路,宋朝,
矾山,奉圣州,云中路,宋朝,
龙门,奉圣州,云中路,宋朝,
望云,奉圣州,云中路,宋朝,
武定军节度,奉圣州,云中路,宋朝,
归化州,云中路,宋朝,,
归化州,归化州,云中路,宋朝,
文德,归化州,云中路,宋朝,
儒州,云中路,宋朝,,
儒州,儒州,云中路,宋朝,
缙山,儒州,云中路,宋朝,
妫州,云中路,宋朝,,
怀来,妫州,云中路,宋朝,
河东路,宋朝,,,
大通监,河东路,宋朝,,
交城,大通监,河东路,宋朝,
绵上,大通监,河东路,宋朝,
保德军,河东路,宋朝,,
晋州,河东路,宋朝,,
临汾,晋州,河东路,宋朝,
洪洞,晋州,河东路,宋朝,
襄陵,晋州,河东路,宋朝,
神山,晋州,河东路,宋朝,
汾西,晋州,河东路,宋朝,
霍邑,晋州,河东路,宋朝,
冀氏,晋州,河东路,宋朝,
岳阳,晋州,河东路,宋朝,
和川,晋州,河东路,宋朝,
襄陵,晋州,河东路,宋朝,
赵城,晋州,河东路,宋朝,
潞州,河东路,宋朝,,
上党,潞州,河东路,宋朝,
屯留,潞州,河东路,宋朝,
襄垣,潞州,河东路,宋朝,
黎城,潞州,河东路,宋朝,
壶关,潞州,河东路,宋朝,
长子,潞州,河东路,宋朝,
铜鞮,潞州,河东路,宋朝,
武乡,潞州,河东路,宋朝,
涉县,潞州,河东路,宋朝,
潞城,潞州,河东路,宋朝,
黎城,潞州,河东路,宋朝,
太原府,河东路,宋朝,,
河东节度,太原府,河东路,宋朝,
交城,太原府,河东路,宋朝,
平晋,太原府,河东路,宋朝,
慈州,河东路,宋朝,,
乡宁,慈州,河东路,宋朝,
文城,慈州,河东路,宋朝,
吉乡,慈州,河东路,宋朝,
辽州,河东路,宋朝,,
和顺,辽州,河东路,宋朝,
平城,辽州,河东路,宋朝,
榆社,辽州,河东路,宋朝,
辽山,辽州,河东路,宋朝,
宪州,河东路,宋朝,,
天池,宪州,河东路,宋朝,
元池,宪州,河东路,宋朝,
楼烦,宪州,河东路,宋朝,
静乐,宪州,河东路,宋朝,
晋宁军,河东路,宋朝,,
定胡,晋宁军,河东路,宋朝,
临泉,晋宁军,河东路,宋朝,
静乐军,河东路,宋朝,,
静乐军,静乐军,河东路,宋朝,
庆祚军,河东路,宋朝,,
庆祚军,庆祚军,河东路,宋朝,
交城监,河东路,宋朝,,
沁州,河东路,宋朝,,
和川,沁州,河东路,宋朝,
沁源,沁州,河东路,宋朝,
绵上,沁州,河东路,宋朝,
平晋军,河东路,宋朝,,
平晋军,平晋军,河东路,宋朝,
定羌军,河东路,宋朝,,
定羌军,定羌军,河东路,宋朝,
保德军,定羌军,河东路,宋朝,
火山军,河东路,宋朝,,
